Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Pignia;7443;0;Andeer;3701;GR;9.468786686;46.60319169;rm;01.07.2008
Rongellen;7430;2;Rongellen;3711;GR;9.439003512;46.67323544;rm;01.07.2008
Zillis;7432;0;Zillis-Reischen;3712;GR;9.469227064;46.64449338;rm;01.07.2008
Ausserferrera;7444;0;Ferrera;3713;GR;9.463332132;46.5532038;rm;01.07.2008
Innerferrera;7445;0;Ferrera;3713;GR;9.453209348;46.48245065;rm;01.07.2008
Innerferrera;7445;0;Ferrera;3713;GR;9.406454991;46.50039883;rm;01.07.2008
Splügen;7435;0;Rheinwald;3714;GR;9.326161913;46.53964905;de;01.07.2008
Medels im Rheinwald;7436;0;Rheinwald;3714;GR;9.278577815;46.54661507;de;01.07.2008
Nufenen;7437;0;Rheinwald;3714;GR;9.239336436;46.54656612;de;01.07.2008
Hinterrhein;7438;0;Rheinwald;3714;GR;9.155449846;46.51500762;de;01.07.2008
Donat;7433;0;Muntogna da Schons;3715;GR;9.422750976;46.63024404;rm;01.07.2008
Lohn GR;7433;3;Muntogna da Schons;3715;GR;9.41946203;46.65526794;rm;01.07.2008
Mathon;7433;4;Muntogna da Schons;3715;GR;9.382393925;46.64092845;rm;01.07.2008
Wergenstein;7433;5;Muntogna da Schons;3715;GR;9.351268152;46.61559513;rm;01.07.2008
Bonaduz;7402;0;Bonaduz;3721;GR;9.352879767;46.80269135;de;01.07.2008
Domat/Ems;7013;0;Domat/Ems;3722;GR;9.451080803;46.81961461;multiple;01.07.2008
Rhäzüns;7403;0;Rhäzüns;3723;GR;9.394958281;46.78592757;rm;01.07.2008
Felsberg;7012;0;Felsberg;3731;GR;9.46220066;46.8601711;de;01.07.2008
Flims Dorf;7017;0;Flims;3732;GR;9.26858571;46.85544233;rm;01.07.2008
Flims Waldhaus;7018;0;Flims;3732;GR;9.285469949;46.82433526;rm;01.07.2008
Fidaz;7019;0;Flims;3732;GR;9.317762233;46.84466177;rm;01.07.2008
Tamins;7015;0;Tamins;3733;GR;9.409077842;46.84324976;de;01.07.2008
Vättis;7315;0;Tamins;3733;GR;9.404345432;46.87485694;de;01.07.2008
Trin;7014;0;Trin;3734;GR;9.321591691;46.8779203;rm;01.07.2008
Tamins;7015;0;Trin;3734;GR;9.382544169;46.82902917;de;01.07.2008
Trin Mulin;7016;0;Trin;3734;GR;9.33444838;46.82198996;rm;01.07.2008
Brail;7527;0;Zernez;3746;GR;10.01293801;46.68121133;rm;01.07.2008
Zernez;7530;0;Zernez;3746;GR;10.14047269;46.66348153;rm;01.07.2008
Susch;7542;0;Zernez;3746;GR;10.03113213;46.7497412;rm;01.07.2008
Lavin;7543;0;Zernez;3746;GR;10.10632038;46.78896496;rm;01.07.2008
Samnaun-Compatsch;7562;0;Samnaun;3752;GR;10.40531028;46.96456665;de;01.07.2008
Samnaun Dorf;7563;0;Samnaun;3752;GR;10.35942893;46.9471738;de;01.07.2008
Guarda;7545;0;Scuol;3762;GR;10.1407684;46.8200836;rm;01.07.2008
Ardez;7546;0;Scuol;3762;GR;10.18563322;46.77488471;rm;01.07.2008
Scuol;7550;0;Scuol;3762;GR;10.32779888;46.73243747;rm;01.07.2008
Ftan;7551;0;Scuol;3762;GR;10.22667842;46.82379697;rm;01.07.2008
Vulpera;7552;0;Scuol;3762;GR;10.28620487;46.7872429;rm;01.07.2008
Tarasp;7553;0;Scuol;3762;GR;10.24637455;46.73487615;rm;01.07.2008
Sent;7554;0;Scuol;3762;GR;10.32827869;46.83151737;rm;01.07.2008
Vnà;7557;0;Scuol;3762;GR;10.33058322;46.87236775;rm;01.07.2008
Ramosch;7556;0;Valsot;3764;GR;10.2445604;46.9012157;rm;01.07.2008
Ramosch;7556;0;Valsot;3764;GR;10.41252693;46.83390248;rm;01.07.2008
Vnà;7557;0;Valsot;3764;GR;10.33842785;46.88122719;rm;01.07.2008
Strada;7558;0;Valsot;3764;GR;10.43894562;46.85579718;rm;01.07.2008
Tschlin;7559;0;Valsot;3764;GR;10.41179939;46.88483229;rm;01.07.2008
Martina;7560;0;Valsot;3764;GR;10.42798084;46.91217884;rm;01.07.2008
Bever;7502;0;Bever;3781;GR;9.866116228;46.55363299;rm;01.07.2008
Bever;7502;0;Bever;3781;GR;9.732821049;46.53108217;rm;01.07.2008
St. Moritz;7500;0;Celerina/Schlarigna;3782;GR;9.865364472;46.49613905;rm;01.07.2008
Pontresina;7504;0;Celerina/Schlarigna;3782;GR;9.895010664;46.49222768;rm;01.07.2008
Celerina/Schlarigna;7505;0;Celerina/Schlarigna;3782;GR;9.86908188;46.50231786;multiple;01.07.2008
Madulain;7523;0;Madulain;3783;GR;9.932625483;46.58801289;rm;01.07.2008
Madulain;7523;0;Madulain;3783;GR;10.00412113;46.49790068;rm;01.07.2008
Pontresina;7504;0;Pontresina;3784;GR;9.934629283;46.43553144;rm;01.07.2008
La Punt Chamues-ch;7522;0;La Punt Chamues-ch;3785;GR;9.959870111;46.53871727;rm;01.10.2020
Samedan;7503;0;Samedan;3786;GR;9.846145912;46.53513194;rm;01.07.2008
Pontresina;7504;0;Samedan;3786;GR;9.862566117;46.41704724;rm;01.07.2008
Silvaplana-Surlej;7513;2;Samedan;3786;GR;9.821298846;46.41792632;rm;01.07.2008
St. Moritz;7500;0;St. Moritz;3787;GR;9.833533723;46.48553383;rm;01.07.2008
Champfèr;7512;0;St. Moritz;3787;GR;9.813897465;46.47965657;rm;01.07.2008
S-chanf;7525;0;S-chanf;3788;GR;10.02108721;46.59476475;rm;01.07.2008
Cinuos-chel;7526;0;S-chanf;3788;GR;10.0222204;46.64366546;rm;01.07.2008
Chapella;7526;1;S-chanf;3788;GR;9.937381584;46.65810996;rm;01.02.2021
Sils/Segl Maria;7514;0;Sils im Engadin/Segl;3789;GR;9.77970552;46.43537663;multiple;01.07.2008
Fex;7514;2;Sils im Engadin/Segl;3789;GR;9.789834205;46.3767988;rm;01.07.2008
Sils/Segl Baselgia;7515;0;Sils im Engadin/Segl;3789;GR;9.742069626;46.43660404;multiple;01.07.2008
Plaun da Lej;7517;0;Sils im Engadin/Segl;3789;GR;9.706041197;46.42793951;rm;01.07.2008
Champfèr;7512;0;Silvaplana;3790;GR;9.806793202;46.47768883;rm;01.07.2008
Silvaplana;7513;0;Silvaplana;3790;GR;9.762115266;46.47771288;rm;01.07.2008
Silvaplana-Surlej;7513;2;Silvaplana;3790;GR;9.821636451;46.44402215;rm;01.07.2008
Zuoz;7524;0;Zuoz;3791;GR;9.886658451;46.6116423;rm;01.07.2008
Zuoz;7524;0;Zuoz;3791;GR;9.982437499;46.59029021;rm;01.07.2008
Avers;7447;0;Bregaglia;3792;GR;9.504365942;46.40152916;de;01.04.2022
Maloja;7516;0;Bregaglia;3792;GR;9.723659979;46.36853605;it;01.07.2008
Casaccia;7602;0;Bregaglia;3792;GR;9.649889426;46.39429798;it;01.07.2008
Vicosoprano;7603;0;Bregaglia;3792;GR;9.648164915;46.34852971;it;01.07.2008
Borgonovo;7604;0;Bregaglia;3792;GR;9.604576398;46.34710595;it;01.07.2008
Stampa;7605;0;Bregaglia;3792;GR;9.594415073;46.34201815;it;01.07.2008
Promontogno;7606;0;Bregaglia;3792;GR;9.560480208;46.33958321;it;01.07.2008
Bondo;7606;1;Bregaglia;3792;GR;9.581023395;46.3125523;de;01.12.2016
Castasegna;7608;0;Bregaglia;3792;GR;9.523341995;46.33382255;it;01.07.2008
Soglio;7610;0;Bregaglia;3792;GR;9.534415589;46.35793986;it;01.07.2008
Buseno;6542;0;Buseno;3804;GR;9.098360107;46.27383106;it;01.07.2008
Grono;6537;0;Castaneda;3805;GR;9.144317336;46.25156897;it;01.07.2008
Castaneda;6540;0;Castaneda;3805;GR;9.131608921;46.25628133;it;01.07.2008
Sta. Maria in Calanca;6541;0;Castaneda;3805;GR;9.123017819;46.26658009;it;01.07.2008
Rossa;6548;0;Rossa;3808;GR;9.131465773;46.40894285;it;01.07.2008
Augio;6548;1;Rossa;3808;GR;9.134112476;46.36043379;it;01.07.2008
Sta. Domenica;6548;2;Rossa;3808;GR;9.120171858;46.34992113;it;01.08.2018
Sta. Maria in Calanca;6541;0;Santa Maria in Calanca;3810;GR;9.143765919;46.27652278;it;01.07.2008
Lostallo;6558;0;Lostallo;3821;GR;9.225584022;46.30340099;it;01.07.2008
Mesocco;6563;0;Mesocco;3822;GR;9.220948162;46.40077126;it;01.07.2008
S. Bernardino;6565;0;Mesocco;3822;GR;9.179759591;46.47088896;it;01.07.2008
Soazza;6562;0;Soazza;3823;GR;9.229415859;46.35009846;it;01.07.2008
Cama;6557;0;Cama;3831;GR;9.202608915;46.26084532;it;01.07.2008
Grono;6537;0;Grono;3832;GR;9.183320322;46.23261312;it;01.07.2008
Verdabbio;6538;0;Grono;3832;GR;9.163491235;46.30172406;it;01.07.2008
Verdabbio;6538;0;Grono;3832;GR;9.234212036;46.26442259;it;01.07.2008
Leggia;6556;0;Grono;3832;GR;9.187789389;46.24981557;it;01.07.2008
Cama;6557;0;Grono;3832;GR;9.173842323;46.28611335;it;01.07.2008
Roveredo GR;6535;0;Roveredo (GR);3834;GR;9.150693322;46.20131437;it;01.07.2008
Laura;6549;0;Roveredo (GR);3834;GR;9.104108588;46.21009535;it;01.07.2008
Lumino;6533;0;San Vittore;3835;GR;9.075473238;46.23494917;it;01.07.2008
S. Vittore;6534;0;San Vittore;3835;GR;9.088216734;46.24136775;it;01.07.2008
S. Vittore;6534;0;San Vittore;3835;GR;9.164916676;46.19040773;it;01.07.2008
Arvigo;6543;0;Calanca;3837;GR;9.094276713;46.30099818;it;01.07.2008
Braggio;6544;0;Calanca;3837;GR;9.133571921;46.30085801;it;01.07.2008
Selma;6545;0;Calanca;3837;GR;9.107047983;46.32157435;it;01.07.2008
Cauco;6546;0;Calanca;3837;GR;9.132687895;46.33162166;it;01.07.2008
Tschierv;7532;0;Val Müstair;3847;GR;10.29915972;46.64207875;rm;01.07.2008
Fuldera;7533;0;Val Müstair;3847;GR;10.34461526;46.60241768;rm;01.07.2008
Lü;7534;0;Val Müstair;3847;GR;10.3690335;46.63349595;rm;01.07.2008
Valchava;7535;0;Val Müstair;3847;GR;10.3911311;46.59862881;rm;01.07.2008
Sta. Maria Val Müstair;7536;0;Val Müstair;3847;GR;10.28762173;46.58819638;rm;01.07.2008
Müstair;7537;0;Val Müstair;3847;GR;10.44736598;46.62716483;rm;01.07.2008
Davos Dorf;7260;0;Davos;3851;GR;9.878938592;46.7764705;de;01.07.2008
Davos Wolfgang;7265;0;Davos;3851;GR;9.857226461;46.83689816;de;01.07.2008
Davos Platz;7270;0;Davos;3851;GR;9.813261505;46.78548427;de;01.07.2008
Davos Clavadel;7272;0;Davos;3851;GR;9.848480689;46.72154518;de;01.07.2008
Davos Frauenkirch;7276;0;Davos;3851;GR;9.769319387;46.78031312;de;01.07.2008
Davos Glaris;7277;0;Davos;3851;GR;9.786511378;46.73270659;de;01.07.2008
Davos Monstein;7278;0;Davos;3851;GR;9.781445247;46.6988927;de;01.07.2008
Davos Wiesen;7494;0;Davos;3851;GR;9.718623856;46.71443991;de;01.01.2011
Fideris;7235;0;Fideris;3861;GR;9.736869071;46.88794074;de;01.07.2008
Furna;7232;0;Furna;3862;GR;9.660426535;46.91153441;de;01.07.2008
Pragg-Jenaz;7231;0;Jenaz;3863;GR;9.696875298;46.94196346;de;01.07.2008
Furna;7232;0;Jenaz;3863;GR;9.686551695;46.94510616;de;01.07.2008
Jenaz;7233;0;Jenaz;3863;GR;9.705437557;46.89804475;de;01.07.2008
Saas im Prättigau;7247;0;Klosters;3871;GR;9.84617532;46.91603263;de;01.07.2008
Serneus;7249;0;Klosters;3871;GR;9.835045714;46.88829817;de;01.07.2008
Klosters;7250;0;Klosters;3871;GR;9.976469276;46.83669327;de;01.07.2008
Klosters Dorf;7252;0;Klosters;3871;GR;9.932107704;46.89839609;de;01.07.2008
Davos Wolfgang;7265;0;Klosters;3871;GR;9.874203505;46.85157079;de;01.07.2008
Conters im Prättigau;7241;0;Conters im Prättigau;3881;GR;9.787323941;46.88458722;de;01.07.2008
Küblis;7240;0;Küblis;3882;GR;9.793060786;46.92456719;de;01.07.2008
Lunden;7222;0;Luzein;3891;GR;9.735664174;46.95057436;de;01.05.2015
Buchen im Prättigau;7223;0;Luzein;3891;GR;9.724040337;46.93785986;de;01.07.2008
Putz;7224;0;Luzein;3891;GR;9.742826493;46.92710294;de;01.07.2008
Stels;7226;0;Luzein;3891;GR;9.74976434;46.96072786;de;01.07.2008
Küblis;7240;0;Luzein;3891;GR;9.764169664;46.91362689;de;01.07.2008
Luzein;7242;0;Luzein;3891;GR;9.762520569;46.9206891;de;01.07.2008
Pany;7243;0;Luzein;3891;GR;9.770292824;46.94899054;de;01.07.2008
Gadenstätt;7244;0;Luzein;3891;GR;9.791480123;46.94394114;de;01.07.2008
Ascharina;7245;0;Luzein;3891;GR;9.820071742;46.94966268;de;01.07.2008
St. Antönien;7246;0;Luzein;3891;GR;9.829527229;46.97796195;de;01.07.2008
Chur;7000;0;Chur;3901;GR;9.532686475;46.85904371;de;01.07.2008
Haldenstein;7023;0;Chur;3901;GR;9.498589645;46.87908757;de;01.07.2008
Maladers;7026;0;Chur;3901;GR;9.569933229;46.8438128;de;01.07.2008
Malix;7074;0;Chur;3901;GR;9.525427438;46.83440222;de;01.07.2008
Chur;7000;0;Churwalden;3911;GR;9.547085867;46.83261868;de;01.07.2008
Passugg;7062;0;Churwalden;3911;GR;9.555987986;46.82126874;de;01.04.2014
Malix;7074;0;Churwalden;3911;GR;9.51793518;46.81307686;de;01.07.2008
Churwalden;7075;0;Churwalden;3911;GR;9.530279608;46.77777243;de;01.07.2008
Parpan;7076;0;Churwalden;3911;GR;9.568847757;46.77950367;de;01.07.2008
Castiel;7027;0;Arosa;3921;GR;9.61583519;46.8496061;de;01.07.2008
Lüen;7027;1;Arosa;3921;GR;9.622553257;46.83643418;de;01.07.2008
Calfreisen;7027;3;Arosa;3921;GR;9.601953814;46.85736379;de;01.07.2008
St. Peter;7028;0;Arosa;3921;GR;9.655357086;46.84733972;de;01.07.2008
Pagig;7028;1;Arosa;3921;GR;9.636546569;46.84116549;de;01.07.2008
Peist;7029;0;Arosa;3921;GR;9.691833935;46.84766348;de;01.07.2008
Arosa;7050;0;Arosa;3921;GR;9.675299567;46.77168004;de;01.07.2008
Molinis;7056;0;Arosa;3921;GR;9.646206813;46.81211081;de;01.07.2008
Langwies;7057;0;Arosa;3921;GR;9.747488753;46.82066001;de;01.07.2008
Litzirüti;7058;0;Arosa;3921;GR;9.701375521;46.79877479;de;01.07.2008
Davos Dorf;7260;0;Arosa;3921;GR;9.79984967;46.82917267;de;01.07.2008
Praden;7063;0;Chur;3901;GR;9.584122689;46.82050845;de;01.07.2008
Tschiertschen;7064;0;Chur;3901;GR;9.607059037;46.79410833;de;01.07.2008
Says;7202;0;Trimmis;3945;GR;9.594245891;46.90549571;de;01.07.2008
Trimmis;7203;0;Trimmis;3945;GR;9.566868376;46.88989968;de;01.07.2008
Valzeina;7213;0;Trimmis;3945;GR;9.623897108;46.9028172;de;01.07.2008
Untervaz;7204;0;Untervaz;3946;GR;9.517710681;46.92136928;de;01.07.2008
Zizers;7205;0;Zizers;3947;GR;9.560800837;46.9398572;de;01.07.2008
Landquart;7302;0;Zizers;3947;GR;9.551330303;46.96354299;de;01.07.2008
Maienfeld;7304;0;Fläsch;3951;GR;9.576470597;47.0417692;de;01.07.2008
Fläsch;7306;0;Fläsch;3951;GR;9.502514493;47.03963566;de;01.07.2008
Jenins;7307;0;Jenins;3952;GR;9.565601975;47.00778545;de;01.07.2008
Landquart;7302;0;Maienfeld;3953;GR;9.5557841;46.96988374;de;01.07.2008
Maienfeld;7304;0;Maienfeld;3953;GR;9.539843776;47.01919327;de;01.07.2008
Malans GR;7208;0;Malans;3954;GR;9.58181733;46.98956059;de;01.07.2008
Untervaz;7204;0;Landquart;3955;GR;9.541186586;46.9481206;de;01.07.2008
Igis;7206;0;Landquart;3955;GR;9.580395298;46.94535791;de;01.07.2008
Landquart;7302;0;Landquart;3955;GR;9.574977135;46.96147192;de;01.07.2008
Mastrils;7303;0;Landquart;3955;GR;9.536535933;46.96016851;de;01.07.2008
St. Margrethenberg;7313;0;Landquart;3955;GR;9.521958334;46.9603545;de;01.07.2008
Valzeina;7213;0;Grüsch;3961;GR;9.616063557;46.96762517;de;01.07.2008
Grüsch;7214;0;Grüsch;3961;GR;9.642972618;46.96035376;de;01.07.2008
Fanas;7215;0;Grüsch;3961;GR;9.680395147;47.00375949;de;01.07.2008
Grüsch;7214;0;Schiers;3962;GR;9.663186271;46.97622258;de;01.07.2008
Schiers;7220;0;Schiers;3962;GR;9.68444438;46.97069719;de;01.07.2008
Schiers;7220;0;Schiers;3962;GR;9.770066824;46.99531996;de;01.07.2008
Lunden;7222;0;Schiers;3962;GR;9.712338943;46.95316159;de;01.05.2015
Stels;7226;0;Schiers;3962;GR;9.736084709;46.96898867;de;01.07.2008
Stels;7226;0;Schiers;3962;GR;9.795785275;47.00902068;de;01.07.2008
Fajauna;7226;2;Schiers;3962;GR;9.701098524;46.96991959;de;01.07.2008
Schuders;7228;0;Schiers;3962;GR;9.750497971;47.01229742;de;01.07.2008
Pusserein;7228;1;Schiers;3962;GR;9.712961596;46.99094374;de;01.07.2008
Seewis Dorf;7212;0;Seewis im Prättigau;3972;GR;9.633823905;47.01810499;de;01.07.2008
Seewis-Pardisla;7212;1;Seewis im Prättigau;3972;GR;9.636148483;46.97933919;de;01.07.2008
Seewis-Schmitten;7212;2;Seewis im Prättigau;3972;GR;9.642002494;46.98136734;de;01.07.2008
Fanas;7215;0;Seewis im Prättigau;3972;GR;9.656417043;47.01585745;de;01.07.2008
Obersaxen;7134;0;Breil/Brigels;3981;GR;9.032961081;46.74273564;de;01.05.2015
Waltensburg/Vuorz;7158;0;Breil/Brigels;3981;GR;9.086757267;46.80094899;multiple;01.07.2008
Andiast;7159;0;Breil/Brigels;3981;GR;9.093224701;46.8238204;rm;01.07.2008
Tavanasa;7162;0;Breil/Brigels;3981;GR;9.077724117;46.75740293;rm;01.07.2008
Danis;7163;0;Breil/Brigels;3981;GR;9.055786726;46.75589177;rm;01.07.2008
Dardin;7164;0;Breil/Brigels;3981;GR;9.03694202;46.75794709;rm;01.07.2008
Breil/Brigels;7165;0;Breil/Brigels;3981;GR;9.012360442;46.79831834;multiple;01.07.2008
Disentis/Mustér;7180;0;Disentis/Mustér;3982;GR;8.842691439;46.74546243;multiple;01.07.2008
Cavardiras;7182;0;Disentis/Mustér;3982;GR;8.883356066;46.69987082;rm;01.07.2008
Mumpé Medel;7183;0;Disentis/Mustér;3982;GR;8.840098634;46.68250033;rm;01.02.2010
Segnas;7186;0;Disentis/Mustér;3982;GR;8.816443772;46.69422479;rm;01.07.2008
Curaglia;7184;0;Medel (Lucmagn);3983;GR;8.878387622;46.66983011;rm;01.07.2008
Platta;7185;0;Medel (Lucmagn);3983;GR;8.834351349;46.61098228;rm;01.07.2008
Rabius;7172;0;Sumvitg;3985;GR;8.954751824;46.74382103;rm;01.07.2008
Surrein;7173;0;Sumvitg;3985;GR;8.961076908;46.67850544;rm;01.07.2008
S. Benedetg;7174;0;Sumvitg;3985;GR;8.945860028;46.73746477;rm;01.07.2008
Sumvitg;7175;0;Sumvitg;3985;GR;8.916781625;46.76180625;rm;01.07.2008
Cumpadials;7176;0;Sumvitg;3985;GR;8.918101669;46.70963115;rm;01.07.2008
Disentis/Mustér;7180;0;Sumvitg;3985;GR;8.900127232;46.7184915;multiple;01.07.2008
Camischolas;7187;0;Tujetsch;3986;GR;8.761072068;46.68111166;rm;01.07.2008
Sedrun;7188;0;Tujetsch;3986;GR;8.748316379;46.62216785;rm;01.07.2008
Rueras;7189;0;Tujetsch;3986;GR;8.713112201;46.677009;rm;01.07.2008
Trun;7166;0;Trun;3987;GR;8.980040435;46.72900948;rm;01.07.2008
Zignau;7167;0;Trun;3987;GR;9.008116003;46.73214664;rm;01.07.2008
Schlans;7168;0;Trun;3987;GR;9.001812358;46.76642024;rm;01.07.2008
Rabius;7172;0;Trun;3987;GR;8.964301117;46.73967521;rm;01.07.2008
Obersaxen;7134;0;Obersaxen Mundaun;3988;GR;9.067954676;46.72044027;de;01.05.2015
Flond;7137;0;Obersaxen Mundaun;3988;GR;9.159864742;46.76659448;rm;01.07.2008
Surcuolm;7138;0;Obersaxen Mundaun;3988;GR;9.152357853;46.7528779;rm;01.07.2008
Aarau;5000;0;Aarau;4001;AG;8.048667761;47.38901423;de;01.07.2008
Aarau;5004;0;Aarau;4001;AG;8.060592031;47.40092104;de;01.07.2008
Aarau Rohr;5032;0;Aarau;4001;AG;8.080981124;47.40445935;de;01.01.2010
Biberstein;5023;0;Biberstein;4002;AG;8.08276377;47.41949714;de;01.07.2008
Buchs AG;5033;0;Buchs (AG);4003;AG;8.075605194;47.39310372;de;01.07.2008
Asp;5025;0;Densbüren;4004;AG;8.053912333;47.44178895;de;01.07.2008
Densbüren;5026;0;Densbüren;4004;AG;8.057188223;47.4555026;de;01.07.2008
Barmelweid;5017;0;Erlinsbach (AG);4005;AG;7.973964851;47.42241489;de;01.07.2008
Erlinsbach;5018;0;Erlinsbach (AG);4005;AG;8.008905574;47.4125695;de;01.07.2008
Gränichen;5722;0;Gränichen;4006;AG;8.105662035;47.35430239;de;01.07.2008
Teufenthal AG;5723;0;Gränichen;4006;AG;8.112410981;47.3353249;de;01.07.2008
Hirschthal;5042;0;Hirschthal;4007;AG;8.067830652;47.31754098;de;01.07.2008
Rombach;5022;0;Küttigen;4008;AG;8.044017004;47.40501533;de;01.07.2008
Küttigen;5024;0;Küttigen;4008;AG;8.046154314;47.42044476;de;01.07.2008
Muhen;5037;0;Muhen;4009;AG;8.063227441;47.33409624;de;01.07.2008
Oberentfelden;5036;0;Oberentfelden;4010;AG;8.039591851;47.35410045;de;01.07.2008
Aarau;5000;0;Suhr;4012;AG;8.060524136;47.38149041;de;01.07.2008
Suhr;5034;0;Suhr;4012;AG;8.085867802;47.37466378;de;01.07.2008
Unterentfelden;5035;0;Unterentfelden;4013;AG;8.04119683;47.36861802;de;01.07.2008
Turgi;5300;0;Baden;4021;AG;8.261214302;47.48810388;de;01.07.2008
Baden;5400;0;Baden;4021;AG;8.292127704;47.46987701;de;01.07.2008
Baden;5404;0;Baden;4021;AG;8.278089554;47.45484761;de;01.07.2008
Dättwil AG;5405;2;Baden;4021;AG;8.292460668;47.45370812;de;01.07.2008
Rütihof;5406;2;Baden;4021;AG;8.265839394;47.43827838;de;01.07.2008
Bellikon;5454;0;Bellikon;4022;AG;8.348353962;47.39189618;de;01.07.2008
Widen;8967;0;Bellikon;4022;AG;8.355362687;47.37700214;de;01.07.2008
Bergdietikon;8962;0;Bergdietikon;4023;AG;8.379267819;47.38846694;de;01.07.2008
Widen;8967;0;Bergdietikon;4023;AG;8.364637666;47.38475934;de;01.07.2008
Rütihof;5406;2;Birmenstorf (AG);4024;AG;8.260872449;47.43792602;de;01.07.2008
Birmenstorf AG;5413;0;Birmenstorf (AG);4024;AG;8.266804244;47.45171316;de;01.07.2008
Ennetbaden;5408;0;Ennetbaden;4026;AG;8.327677668;47.47980925;de;01.07.2008
Dättwil AG;5405;2;Fislisbach;4027;AG;8.295483953;47.44544706;de;01.07.2008
Fislisbach;5442;0;Fislisbach;4027;AG;8.290575578;47.43636383;de;01.07.2008
Freienwil;5423;0;Freienwil;4028;AG;8.320521955;47.49839883;de;01.07.2008
Gebenstorf;5412;0;Gebenstorf;4029;AG;8.244022674;47.47996477;de;01.07.2008
Vogelsang AG;5412;1;Gebenstorf;4029;AG;8.240782765;47.49639831;de;01.01.2011
Killwangen;8956;0;Killwangen;4030;AG;8.340881219;47.42748442;de;01.07.2008
Künten;5444;0;Künten;4031;AG;8.326414073;47.38908549;de;01.07.2008
Mägenwil;5506;0;Mägenwil;4032;AG;8.233507741;47.41377793;de;01.07.2008
Mellingen;5507;0;Mellingen;4033;AG;8.272670637;47.42046036;de;01.07.2008
Neuenhof;5432;0;Neuenhof;4034;AG;8.325297104;47.44462757;de;01.07.2008
Niederrohrdorf;5443;0;Niederrohrdorf;4035;AG;8.301870977;47.4227664;de;01.07.2008
Oberrohrdorf;5452;0;Oberrohrdorf;4037;AG;8.322843879;47.42388066;de;01.07.2008
Nussbaumen AG;5415;0;Obersiggenthal;4038;AG;8.295667836;47.49535986;de;01.07.2008
Hertenstein AG;5415;1;Obersiggenthal;4038;AG;8.317220242;47.48904312;de;01.07.2008
Rieden AG;5415;2;Obersiggenthal;4038;AG;8.303285253;47.48404924;de;01.07.2008
Kirchdorf AG;5416;0;Obersiggenthal;4038;AG;8.279793531;47.4995046;de;01.07.2008
Remetschwil;5453;0;Remetschwil;4039;AG;8.334581831;47.40791499;de;01.07.2008
Dietikon;8953;0;Spreitenbach;4040;AG;8.381904893;47.40487047;de;01.07.2008
Spreitenbach;8957;0;Spreitenbach;4040;AG;8.366663106;47.41742661;de;01.07.2008
Stetten AG;5608;0;Stetten (AG);4041;AG;8.303434649;47.40356825;de;01.07.2008
Siggenthal Station;5301;0;Untersiggenthal;4044;AG;8.240913879;47.514789;de;01.07.2008
Kirchdorf AG;5416;0;Untersiggenthal;4044;AG;8.270751135;47.50133231;de;01.07.2008
Untersiggenthal;5417;0;Untersiggenthal;4044;AG;8.2562421;47.50383986;de;01.07.2008
Wettingen;5430;0;Wettingen;4045;AG;8.341832523;47.46268858;de;01.07.2008
Mägenwil;5506;0;Wohlenschwil;4046;AG;8.240581231;47.41948907;de;01.07.2008
Wohlenschwil;5512;0;Wohlenschwil;4046;AG;8.252924917;47.4182396;de;01.07.2008
Würenlingen;5303;0;Würenlingen;4047;AG;8.24766961;47.53098133;de;01.07.2008
Wettingen;5430;0;Würenlos;4048;AG;8.340620147;47.44700832;de;01.07.2008
Würenlos;5436;0;Würenlos;4048;AG;8.36216398;47.44738786;de;01.07.2008
Kloster Fahr;8109;0;Würenlos;4048;AG;8.439138055;47.40831486;de;01.07.2008
Ehrendingen;5420;0;Ehrendingen;4049;AG;8.344616289;47.49558398;de;01.07.2008
Arni AG;8905;3;Arni (AG);4061;AG;8.419604521;47.31543667;de;01.07.2008
